c Esto es un archivo con instancias para grafos. 
p did 100 9077
e 5 19 18 8
e 67 57 45 40
e 12 46 85 37
e 86 60 12 88
e 52 9 0 45
e 24 96 33 18
e 81 83 52 50
e 23 73 57 88
e 29 58 43 72
e 35 33 47 7
e 32 10 55 15
e 51 60 68 90
e 24 46 82 87
e 27 1 6 26
e 91 5 27 10
e 37 16 56 97
e 79 84 86 70
e 2 52 27 18
e 24 60 10 33
e 76 3 89 14
e 39 35 95 92
e 80 60 25 35
e 18 60 57 67
e 81 69 15 59
e 95 47 57 83
e 31 73 50 28
e 74 71 38 60
e 90 37 55 15
e 22 62 61 56
e 77 21 89 87
e 27 28 85 94
e 92 6 87 52
e 41 20 92 14
e 83 3 83 37
e 48 71 35 0
e 2 53 61 85
e 50 47 86 82
e 87 70 55 18
e 16 20 55 9
e 2 38 19 96
e 64 35 36 4
e 77 36 60 4
e 50 66 41 65
e 14 26 69 94
e 39 89 62 62
e 46 5 54 28
e 62 8 53 43
e 11 53 3 27
e 42 61 76 3
e 4 44 57 14
e 14 18 18 97
e 30 97 11 39
e 27 83 85 100
e 68 78 42 68
e 41 79 54 71
e 29 7 36 11
e 65 69 52 93
e 26 70 28 37
e 87 37 56 10
e 63 51 0 57
e 69 37 41 94
e 97 70 77 57
e 88 84 24 0
e 100 21 21 17
e 58 16 21 33
e 66 93 54 88
e 28 30 68 22
e 13 5 34 54
e 15 71 82 55
e 87 35 91 100
e 95 64 97 12
e 58 76 88 31
e 14 76 28 42
e 96 36 83 18
e 82 11 65 25
e 20 13 1 97
e 27 22 15 95
e 15 100 64 59
e 98 10 64 54
e 45 11 44 38
e 44 74 34 80
e 81 90 47 88
e 43 28 66 27
e 92 7 6 56
e 12 54 11 5
e 79 78 23 84
e 23 5 84 91
e 81 93 7 77
e 55 24 56 30
e 65 41 19 38
e 12 92 12 12
e 65 86 30 44
e 12 20 94 71
e 78 22 22 99
e 100 28 17 88
e 81 7 55 81
e 24 10 96 74
e 62 25 64 78
e 92 97 57 37
e 15 97 15 33
e 81 6 2 48
e 32 94 93 100
e 58 71 24 61
e 80 68 22 21
e 99 24 57 6
e 67 66 81 47
e 97 16 41 11
e 52 17 80 16
e 93 59 99 89
e 52 72 33 84
e 69 7 61 9
e 7 5 55 69
e 23 62 59 31
e 57 34 92 53
e 60 100 83 31
e 85 13 3 52
e 60 70 10 46
e 35 72 4 6
e 78 67 75 27
e 52 95 22 77
e 44 3 64 98
e 88 31 86 83
e 8 89 16 86
e 68 43 32 31
e 87 58 33 78
e 77 67 70 13
e 87 55 94 45
e 95 65 100 64
e 41 53 36 42
e 17 3 61 98
e 33 89 31 42
e 87 18 7 3
e 13 18 35 80
e 50 71 93 88
e 34 44 92 65
e 36 46 11 100
e 74 13 38 21
e 10 78 100 50
e 40 79 56 17
e 2 32 29 81
e 18 5 75 65
e 38 79 76 31
e 84 87 35 40
e 86 47 17 41
e 53 34 43 65
e 73 24 12 61
e 73 41 31 14
e 75 82 16 99
e 45 41 42 90
e 16 64 3 15
e 71 36 47 45
e 75 51 8 5
e 12 13 18 11
e 30 17 90 43
e 95 76 28 1
e 6 59 35 23
e 84 79 40 39
e 76 83 27 38
e 8 99 86 15
e 45 37 96 86
e 46 29 34 5
e 75 89 28 89
e 15 7 19 20
e 44 77 54 37
e 35 4 78 0
e 67 46 62 6
e 85 29 18 33
e 54 74 85 74
e 20 53 44 20
e 72 11 58 0
e 100 83 53 4
e 36 13 88 93
e 49 34 17 73
e 15 76 98 69
e 59 88 30 89
e 59 15 85 66
e 84 58 46 16
e 41 87 15 88
e 43 15 41 78
e 78 2 51 39
e 14 9 36 15
e 49 55 93 67
e 24 51 61 52
e 81 85 38 6
e 1 79 95 19
e 14 89 2 82
e 91 26 45 15
e 49 3 57 52
e 22 76 98 94
e 70 64 47 54
e 97 13 74 14
e 23 47 70 11
e 40 20 25 23
e 33 93 75 73
e 20 1 1 84
e 51 99 15 18
e 6 9 88 36
e 99 56 16 70
e 2 81 88 30
e 33 4 12 61
e 66 80 48 10
e 70 56 89 77
e 75 5 100 80
e 58 79 67 40
e 67 41 95 9
e 72 24 75 64
e 36 65 52 6
e 95 30 84 44
e 80 64 48 39
e 45 80 29 66
e 63 37 39 66
e 36 1 3 75
e 67 72 32 100
e 54 44 15 44
e 75 64 33 44
e 60 76 80 30
e 61 55 72 58
e 30 16 45 47
e 76 52 39 34
e 71 83 91 43
e 95 50 11 98
e 85 90 100 30
e 66 93 5 72
e 76 68 14 68
e 67 44 86 48
e 45 69 46 43
e 32 79 0 65
e 98 43 80 97
e 31 70 1 63
e 89 69 64 23
e 34 96 73 5
e 26 46 51 65
e 69 78 47 7
e 17 84 91 60
e 66 36 47 54
e 90 82 32 4
e 23 99 70 56
e 26 63 17 82
e 23 11 22 62
e 16 59 5 11
e 61 76 25 51
e 97 18 4 97
e 93 60 3 75
e 42 84 13 70
e 95 14 63 65
e 48 31 63 41
e 72 89 6 54
e 74 21 51 94
e 53 6 39 62
e 95 66 94 11
e 68 19 65 61
e 64 12 41 23
e 55 39 91 8
e 73 99 2 67
e 52 19 4 15
e 31 18 35 52
e 94 32 21 65
e 39 18 99 29
e 69 84 77 59
e 83 64 17 50
e 27 42 51 95
e 20 85 81 92
e 1 72 9 90
e 61 84 58 3
e 11 52 95 21
e 12 31 34 74
e 74 33 34 52
e 9 49 19 37
e 37 89 33 12
e 75 88 21 53
e 78 73 61 31
e 89 67 11 31
e 28 80 88 53
e 81 49 12 61
e 70 39 11 16
e 75 91 76 58
e 92 77 94 2
e 16 19 28 26
e 15 22 27 78
e 30 51 17 50
e 38 9 96 59
e 17 52 1 74
e 8 82 84 53
e 61 94 12 27
e 90 93 43 86
e 57 8 31 38
e 71 75 16 51
e 32 90 27 62
e 80 36 74 8
e 47 35 87 53
e 38 45 58 96
e 43 63 60 25
e 65 92 87 34
e 32 49 18 6
e 50 98 65 26
e 74 90 93 51
e 43 47 21 38
e 91 96 53 90
e 4 5 61 39
e 56 13 6 15
e 35 8 78 11
e 100 98 36 67
e 62 98 79 29
e 79 28 71 58
e 69 40 41 78
e 58 8 40 95
e 94 20 20 82
e 21 70 15 9
e 73 67 72 21
e 59 48 43 2
e 97 88 100 12
e 99 8 73 47
e 32 55 28 40
e 97 44 26 25
e 76 31 28 28
e 26 23 71 93
e 89 51 17 73
e 44 79 91 87
e 100 80 100 100
e 29 97 73 59
e 82 81 80 5
e 25 74 49 99
e 61 66 56 17
e 97 25 98 89
e 48 68 24 89
e 9 13 27 97
e 21 2 63 12
e 38 50 62 47
e 77 80 42 97
e 32 13 12 0
e 14 48 52 73
e 95 67 82 17
e 65 83 68 86
e 37 50 75 21
e 62 29 26 77
e 76 14 99 32
e 86 39 70 19
e 35 46 50 0
e 17 67 77 84
e 68 98 24 57
e 21 44 59 30
e 91 87 65 16
e 78 87 84 1
e 77 69 42 79
e 55 51 71 43
e 12 100 2 14
e 12 35 30 23
e 74 10 12 63
e 71 36 21 45
e 63 35 60 32
e 88 23 2 2
e 7 44 22 37
e 89 11 50 24
e 5 78 94 39
e 89 85 20 37
e 37 4 97 12
e 25 40 54 65
e 71 11 53 94
e 53 10 50 18
e 8 89 48 91
e 58 90 25 33
e 24 61 20 27
e 3 86 81 65
e 77 6 67 52
e 94 82 65 68
e 96 93 48 30
e 21 75 69 13
e 53 73 90 82
e 7 16 41 64
e 44 57 54 22
e 96 79 30 92
e 90 82 7 96
e 96 38 32 34
e 25 27 13 59
e 28 67 3 4
e 28 75 81 14
e 78 23 97 47
e 16 96 19 52
e 6 47 29 5
e 64 53 57 14
e 89 33 99 53
e 50 48 29 48
e 54 21 56 48
e 84 4 37 1
e 43 88 75 27
e 75 81 9 24
e 62 28 99 29
e 96 36 99 82
e 57 33 91 79
e 94 38 13 93
e 7 30 98 92
e 86 57 82 85
e 88 19 76 89
e 15 49 25 61
e 53 94 42 33
e 16 23 70 97
e 98 48 66 1
e 90 8 4 51
e 13 16 7 80
e 54 40 21 36
e 81 46 5 67
e 1 84 3 93
e 36 60 72 11
e 52 14 93 29
e 36 53 77 18
e 88 80 88 59
e 53 33 98 16
e 48 85 5 50
e 2 41 85 99
e 28 40 71 34
e 46 45 89 6
e 92 82 5 48
e 55 69 70 32
e 15 97 28 91
e 37 76 8 89
e 15 55 23 99
e 34 77 88 3
e 51 23 42 67
e 71 5 71 60
e 85 61 13 93
e 1 53 28 73
e 41 31 26 86
e 76 33 99 28
e 67 31 100 60
e 39 42 100 89
e 95 11 50 51
e 27 79 50 62
e 71 96 11 16
e 32 90 44 72
e 87 25 79 62
e 30 3 31 29
e 34 96 74 2
e 48 41 9 89
e 72 23 93 68
e 85 32 100 87
e 3 29 97 52
e 76 87 21 35
e 81 49 31 62
e 60 86 0 29
e 89 80 48 62
e 82 45 37 93
e 63 14 86 91
e 29 40 52 14
e 79 32 95 64
e 13 37 65 98
e 52 92 79 24
e 31 81 4 27
e 39 93 46 82
e 22 20 82 66
e 1 70 4 44
e 54 1 60 11
e 29 56 6 92
e 30 100 35 24
e 23 61 81 67
e 22 61 13 61
e 70 68 42 77
e 49 2 69 22
e 49 62 61 36
e 33 91 8 29
e 88 34 10 13
e 66 90 33 63
e 61 18 96 20
e 36 57 23 54
e 24 20 97 94
e 83 51 0 63
e 15 6 60 51
e 50 62 0 96
e 82 42 75 62
e 11 14 94 80
e 23 39 23 47
e 44 97 81 26
e 41 86 2 7
e 20 35 60 5
e 20 31 58 94
e 14 87 78 23
e 54 34 70 85
e 15 3 69 1
e 16 93 50 96
e 36 58 31 76
e 79 28 43 35
e 11 54 74 90
e 44 59 50 80
e 55 64 11 23
e 60 58 80 14
e 17 56 43 55
e 18 44 2 54
e 12 45 67 32
e 93 75 87 93
e 49 21 15 19
e 30 25 80 46
e 6 25 92 86
e 57 27 77 25
e 81 60 66 94
e 94 62 55 56
e 10 27 39 18
e 41 62 39 95
e 85 18 59 32
e 89 54 86 74
e 21 37 69 25
e 18 37 84 4
e 63 38 23 71
e 98 1 51 67
e 8 19 11 69
e 73 41 53 68
e 7 63 34 48
e 50 74 91 49
e 87 6 56 49
e 59 12 88 52
e 68 46 38 10
e 86 98 15 80
e 79 10 43 10
e 31 39 60 3
e 6 11 72 73
e 98 30 29 78
e 69 43 39 1
e 48 6 8 82
e 100 93 32 16
e 11 62 75 20
e 14 88 7 44
e 14 12 100 36
e 45 40 35 22
e 6 4 35 75
e 27 24 24 18
e 39 35 29 37
e 69 73 47 15
e 48 60 76 3
e 42 7 67 77
e 99 62 57 24
e 43 58 45 83
e 54 85 51 88
e 31 72 24 10
e 39 34 52 4
e 36 21 92 32
e 90 67 90 57
e 39 77 20 26
e 76 33 80 91
e 15 59 68 32
e 75 20 12 66
e 52 8 82 15
e 100 26 88 8
e 8 36 35 2
e 97 63 95 18
e 75 40 85 22
e 97 43 52 51
e 4 7 7 94
e 77 28 12 23
e 69 32 24 48
e 22 11 81 19
e 54 47 32 10
e 24 88 13 22
e 89 70 7 81
e 72 5 59 66
e 42 70 45 4
e 86 79 3 25
e 87 11 68 37
e 53 76 21 25
e 97 100 99 67
e 75 73 7 26
e 53 99 92 76
e 2 99 14 19
e 28 24 70 92
e 45 66 79 54
e 64 27 46 77
e 59 57 26 59
e 42 4 19 64
e 4 71 38 21
e 50 36 10 99
e 33 24 99 68
e 89 67 75 46
e 90 29 56 59
e 31 46 57 100
e 7 100 3 25
e 47 57 2 65
e 8 99 61 12
e 91 90 22 94
e 38 52 35 91
e 28 16 49 41
e 81 91 11 72
e 20 82 10 43
e 33 94 25 32
e 82 27 37 3
e 3 51 65 93
e 7 70 50 3
e 69 54 31 13
e 21 26 27 78
e 17 60 88 22
e 89 28 20 50
e 85 42 75 75
e 61 51 69 31
e 93 79 28 50
e 20 60 68 79
e 51 9 72 54
e 88 8 74 55
e 34 19 29 81
e 41 36 88 89
e 58 75 78 49
e 54 29 76 86
e 94 16 26 51
e 76 85 35 6
e 88 79 85 62
e 9 22 31 69
e 29 25 80 17
e 30 80 26 28
e 43 25 65 30
e 49 97 94 15
e 73 57 46 78
e 20 14 96 86
e 81 58 90 40
e 49 54 29 89
e 66 88 85 74
e 49 46 73 71
e 24 63 35 71
e 50 97 1 86
e 64 45 67 99
e 80 17 97 94
e 65 43 42 23
e 84 62 34 2
e 83 19 27 70
e 10 71 22 71
e 15 86 7 55
e 85 24 55 97
e 47 35 9 14
e 67 47 60 32
e 83 27 8 83
e 3 46 66 69
e 43 76 79 97
e 67 45 78 70
e 67 53 81 4
e 24 93 58 16
e 89 51 47 71
e 90 68 18 92
e 89 26 12 60
e 34 84 82 81
e 29 99 43 11
e 12 60 48 31
e 82 28 50 21
e 17 84 93 90
e 94 37 86 88
e 11 16 18 92
e 6 25 26 58
e 82 4 86 33
e 31 90 18 23
e 34 95 70 14
e 24 14 3 0
e 68 88 88 90
e 36 33 48 56
e 45 20 84 80
e 76 24 16 61
e 69 18 78 15
e 39 31 55 38
e 36 76 53 93
e 1 46 60 42
e 42 3 41 52
e 2 59 22 61
e 35 29 49 35
e 30 87 80 70
e 83 97 90 14
e 50 100 62 21
e 89 48 99 23
e 55 21 71 66
e 86 22 9 6
e 18 81 25 60
e 99 13 78 94
e 99 33 89 35
e 9 21 5 32
e 47 91 26 24
e 69 14 11 67
e 14 70 67 75
e 72 67 36 87
e 13 64 1 51
e 15 18 72 71
e 99 31 82 30
e 19 70 76 26
e 29 10 73 79
e 27 20 69 69
e 96 100 92 4
e 70 34 89 73
e 61 65 28 56
e 7 25 0 48
e 20 75 16 64
e 74 24 63 87
e 67 99 25 87
e 79 24 45 51
e 97 5 57 89
e 84 56 85 37
e 53 39 85 42
e 41 15 99 75
e 84 100 39 15
e 70 82 73 78
e 75 89 74 42
e 75 11 80 3
e 6 13 11 43
e 99 94 64 62
e 87 69 56 26
e 15 51 12 25
e 24 88 29 88
e 20 17 13 43
e 22 77 73 57
e 48 57 71 60
e 56 38 87 83
e 82 36 48 78
e 49 57 96 61
e 26 9 7 77
e 28 84 76 80
e 44 68 0 11
e 2 25 22 6
e 6 23 87 90
e 6 99 57 67
e 13 49 51 27
e 25 100 35 68
e 28 42 96 81
e 45 63 64 72
e 50 97 45 90
e 26 92 21 56
e 66 79 59 83
e 56 47 23 2
e 6 73 16 15
e 100 81 64 11
e 32 22 100 32
e 61 25 88 23
e 52 66 1 94
e 50 46 18 45
e 96 1 30 8
e 15 87 13 76
e 85 29 44 99
e 28 69 35 82
e 42 7 68 13
e 4 38 99 44
e 74 93 72 68
e 27 92 53 29
e 40 17 60 41
e 4 92 43 90
e 23 36 49 62
e 54 86 71 79
e 4 45 42 6
e 60 63 50 33
e 16 8 63 23
e 100 90 43 70
e 92 65 49 32
e 58 94 69 1
e 72 58 89 35
e 71 67 100 95
e 64 59 64 67
e 82 52 96 42
e 40 27 92 4
e 54 45 19 67
e 25 5 75 90
e 28 68 3 70
e 46 76 8 19
e 9 34 32 100
e 37 43 72 23
e 50 94 67 75
e 86 72 26 64
e 63 21 38 8
e 93 47 36 29
e 2 27 17 54
e 5 52 53 11
e 26 56 100 15
e 78 49 96 59
e 65 15 49 0
e 54 96 37 63
e 56 24 10 26
e 20 76 45 91
e 68 79 38 84
e 20 72 51 50
e 34 43 90 88
e 85 40 26 34
e 70 37 61 33
e 72 65 79 54
e 100 53 96 99
e 58 48 5 74
e 29 92 94 14
e 34 85 93 99
e 59 72 60 7
e 18 90 48 93
e 38 72 51 36
e 29 32 32 58
e 89 58 2 25
e 91 5 42 68
e 78 52 10 40
e 53 68 42 41
e 81 72 76 0
e 22 83 38 86
e 99 29 85 53
e 79 15 29 70
e 40 45 5 93
e 61 28 48 9
e 56 71 66 8
e 70 97 95 71
e 5 11 69 36
e 43 74 42 61
e 88 62 31 95
e 86 9 45 9
e 14 31 29 14
e 47 40 96 73
e 24 94 40 75
e 73 40 56 93
e 91 8 30 98
e 32 51 4 64
e 98 96 25 43
e 73 99 83 34
e 48 41 68 82
e 57 64 0 93
e 67 10 25 20
e 91 97 14 86
e 55 62 90 41
e 8 29 44 89
e 18 33 3 20
e 4 81 41 16
e 49 85 77 5
e 4 34 85 52
e 23 45 6 88
e 73 48 87 26
e 13 3 65 55
e 31 15 65 64
e 6 92 99 26
e 4 38 53 33
e 30 44 69 37
e 5 34 47 11
e 76 6 85 90
e 19 78 79 85
e 65 25 12 94
e 71 58 80 22
e 89 12 33 32
e 70 84 15 37
e 3 56 6 72
e 46 18 56 18
e 36 32 53 0
e 74 70 41 80
e 59 78 39 69
e 51 5 75 52
e 22 91 46 58
e 59 11 36 10
e 93 52 63 66
e 80 97 1 1
e 93 5 76 88
e 89 54 53 56
e 74 64 24 92
e 15 2 77 50
e 93 35 40 3
e 93 97 18 99
e 77 29 7 3
e 10 6 19 75
e 11 18 88 33
e 32 63 21 92
e 41 22 90 15
e 100 2 75 64
e 86 11 12 64
e 43 47 24 42
e 33 55 83 77
e 82 85 99 79
e 40 70 15 3
e 54 82 99 34
e 82 43 13 79
e 79 77 58 9
e 11 44 36 92
e 95 63 82 9
e 81 48 83 17
e 5 1 50 49
e 25 13 59 20
e 17 91 16 51
e 7 10 98 57
e 80 47 35 58
e 75 15 88 68
e 46 81 81 88
e 62 12 86 85
e 50 60 17 83
e 2 3 100 71
e 89 49 33 87
e 59 54 70 13
e 48 23 89 49
e 86 27 50 67
e 56 94 81 24
e 61 35 91 1
e 39 54 13 27
e 100 61 37 75
e 91 58 84 7
e 100 40 85 74
e 73 62 65 92
e 41 82 60 83
e 67 78 89 97
e 78 73 52 75
e 52 80 82 24
e 44 80 10 16
e 20 99 71 70
e 63 27 12 33
e 55 92 1 22
e 86 89 61 29
e 53 29 31 31
e 22 9 63 20
e 62 93 35 30
e 68 33 53 63
e 28 38 0 29
e 41 98 77 57
e 33 5 3 50
e 96 31 82 100
e 38 79 42 42
e 64 13 63 7
e 58 39 34 97
e 85 67 98 36
e 68 77 21 82
e 61 28 64 27
e 11 95 12 14
e 56 36 89 100
e 98 70 87 30
e 52 13 91 23
e 27 73 81 67
e 49 63 27 53
e 57 96 71 70
e 76 45 57 95
e 7 39 16 57
e 60 81 58 23
e 12 50 43 88
e 70 92 95 6
e 18 2 76 97
e 92 28 40 50
e 61 21 16 80
e 8 46 30 91
e 33 80 60 51
e 49 69 42 87
e 62 80 65 17
e 69 51 86 8
e 24 85 16 6
e 24 64 59 46
e 56 23 84 81
e 29 7 72 3
e 60 40 64 72
e 52 76 40 11
e 75 9 48 18
e 94 25 96 26
e 34 23 71 50
e 41 56 66 100
e 35 8 29 52
e 24 25 69 87
e 87 5 60 47
e 59 72 62 89
e 68 42 62 52
e 16 37 77 76
e 14 71 33 38
e 37 48 36 59
e 53 2 12 96
e 93 21 40 83
e 82 62 77 60
e 6 37 39 79
e 67 32 14 56
e 69 71 48 41
e 94 34 5 2
e 2 41 64 14
e 19 29 76 59
e 14 52 5 72
e 70 75 40 9
e 59 98 0 3
e 4 91 1 2
e 97 27 77 9
e 18 96 65 71
e 70 62 91 80
e 83 69 84 96
e 87 29 56 61
e 94 41 11 69
e 28 87 12 59
e 24 96 36 100
e 38 5 31 41
e 60 79 36 45
e 20 69 32 61
e 46 62 29 38
e 58 22 89 3
e 49 61 66 93
e 35 38 8 98
e 79 6 74 53
e 82 21 17 85
e 66 13 26 67
e 86 5 82 83
e 27 9 42 80
e 34 94 80 84
e 68 62 55 88
e 23 82 53 17
e 40 75 98 3
e 74 66 34 9
e 42 18 11 12
e 65 29 59 7
e 39 52 33 73
e 6 61 10 49
e 26 76 83 26
e 88 10 15 75
e 59 34 27 83
e 74 87 77 13
e 54 81 73 15
e 76 78 6 97
e 57 78 94 49
e 78 1 56 55
e 84 85 35 70
e 44 15 77 18
e 34 42 48 36
e 40 11 15 26
e 57 55 39 17
e 76 25 16 39
e 56 86 56 16
e 90 56 63 6
e 1 79 60 8
e 34 54 70 32
e 57 91 29 75
e 40 16 2 65
e 11 57 26 97
e 9 78 70 65
e 85 80 21 78
e 21 38 21 68
e 20 32 67 11
e 48 94 57 56
e 69 85 49 78
e 16 33 33 59
e 52 93 35 75
e 1 10 65 56
e 48 100 95 59
e 79 44 17 38
e 45 80 28 11
e 73 100 67 3
e 47 63 42 33
e 90 72 18 31
e 11 16 27 85
e 99 27 99 14
e 57 8 64 26
e 14 64 39 49
e 94 87 60 65
e 70 37 96 21
e 64 16 60 62
e 65 77 100 10
e 49 81 49 100
e 6 44 1 21
e 20 3 25 73
e 61 44 75 95
e 97 35 12 55
e 60 23 77 57
e 39 79 91 75
e 15 88 92 79
e 24 50 2 4
e 52 16 72 14
e 9 37 63 48
e 62 78 26 18
e 38 58 15 3
e 100 55 95 2
e 47 98 21 23
e 100 83 14 50
e 86 90 51 40
e 75 41 83 24
e 83 79 68 100
e 23 58 8 94
e 69 80 39 12
e 79 42 89 15
e 20 45 43 43
e 57 32 87 97
e 24 3 52 83
e 30 81 84 98
e 66 14 0 98
e 64 25 67 20
e 75 76 55 17
e 9 86 47 54
e 5 91 68 29
e 48 31 18 70
e 27 32 52 60
e 93 67 100 58
e 25 46 93 48
e 94 48 69 70
e 77 13 71 54
e 41 44 62 97
e 55 98 63 1
e 85 66 9 12
e 49 7 21 81
e 36 74 55 30
e 11 37 60 87
e 89 63 5 97
e 1 12 79 74
e 33 87 18 76
e 39 61 95 43
e 69 93 25 9
e 27 88 41 77
e 8 79 98 77
e 17 28 67 81
e 42 45 49 19
e 26 42 79 23
e 8 14 18 67
e 15 90 33 33
e 24 70 44 9
e 46 95 71 99
e 20 35 22 7
e 16 72 92 0
e 32 37 23 29
e 16 45 1 16
e 50 82 49 26
e 34 69 47 39
e 40 35 96 17
e 21 12 58 97
e 75 86 44 99
e 40 82 85 4
e 96 63 12 5
e 51 35 29 64
e 40 37 43 9
e 39 30 46 97
e 31 6 28 30
e 91 65 59 31
e 62 37 11 33
e 12 52 57 73
e 42 15 86 55
e 11 67 88 62
e 17 39 33 43
e 27 66 50 53
e 18 24 16 33
e 16 53 22 1
e 99 35 15 11
e 22 37 10 84
e 46 38 32 6
e 45 53 76 0
e 90 84 56 65
e 94 35 73 22
e 74 63 28 76
e 49 96 17 40
e 88 100 75 29
e 16 94 73 19
e 6 53 91 5
e 57 92 36 28
e 25 87 31 2
e 37 85 9 60
e 42 25 87 49
e 47 42 21 49
e 47 4 61 75
e 59 11 56 95
e 73 16 46 40
e 86 20 27 18
e 96 93 75 4
e 70 46 96 43
e 63 5 57 94
e 60 71 80 64
e 10 84 51 20
e 20 80 66 35
e 94 36 41 37
e 90 41 10 19
e 90 2 69 20
e 32 58 64 53
e 20 68 22 62
e 62 50 20 76
e 54 37 79 77
e 74 85 15 1
e 62 78 99 83
e 56 44 13 57
e 65 73 7 82
e 46 21 0 24
e 50 60 19 26
e 1 27 30 3
e 1 8 72 21
e 98 48 32 90
e 20 53 92 5
e 79 96 54 30
e 52 49 98 49
e 45 95 16 49
e 54 49 11 77
e 98 28 94 55
e 74 8 97 65
e 84 29 5 11
e 53 92 40 40
e 52 43 16 6
e 8 100 56 35
e 24 33 25 98
e 9 1 46 3
e 26 3 19 65
e 16 44 35 20
e 77 27 20 97
e 19 22 95 58
e 61 71 45 38
e 29 83 59 48
e 57 52 39 52
e 15 80 32 44
e 74 33 57 48
e 66 60 4 100
e 99 20 45 49
e 4 32 73 8
e 83 6 62 5
e 73 70 67 12
e 22 13 3 88
e 68 46 88 34
e 31 29 16 52
e 34 50 59 28
e 79 38 44 59
e 95 82 34 20
e 39 95 88 97
e 90 6 74 28
e 42 94 22 52
e 30 22 65 97
e 61 41 84 57
e 91 20 55 56
e 9 16 21 81
e 20 11 91 53
e 91 49 25 92
e 82 53 71 89
e 70 81 12 4
e 58 28 20 63
e 46 24 59 38
e 33 98 8 79
e 29 34 29 90
e 57 67 16 76
e 90 100 35 45
e 81 71 83 51
e 58 7 65 80
e 22 50 35 74
e 49 40 61 49
e 41 4 77 51
e 23 9 73 38
e 72 16 85 81
e 97 73 88 92
e 80 21 18 86
e 90 24 66 66
e 6 44 51 28
e 43 97 39 24
e 59 86 93 91
e 78 15 47 75
e 96 84 98 91
e 3 83 76 89
e 95 25 78 15
e 79 87 46 46
e 43 14 90 52
e 44 42 25 58
e 4 70 17 69
e 31 8 76 84
e 40 92 80 38
e 44 78 1 64
e 63 78 53 89
e 66 22 26 86
e 50 33 8 36
e 35 63 27 6
e 18 100 6 10
e 20 68 39 35
e 82 89 90 1
e 28 65 49 97
e 75 21 53 60
e 5 78 57 43
e 25 94 61 7
e 9 15 26 90
e 4 51 5 48
e 20 82 54 61
e 11 50 39 29
e 60 95 52 82
e 42 99 22 94
e 82 29 29 1
e 44 17 62 68
e 38 89 57 100
e 99 45 87 94
e 78 76 92 69
e 62 71 40 67
e 59 20 81 93
e 19 1 72 30
e 61 68 19 19
e 42 51 10 98
e 54 69 50 12
e 85 12 96 76
e 97 99 21 30
e 19 46 34 15
e 7 77 70 3
e 83 23 69 20
e 70 54 37 20
e 69 25 41 79
e 48 100 50 44
e 32 57 71 33
e 23 15 50 61
e 92 47 56 50
e 98 77 48 23
e 74 45 13 36
e 94 85 66 34
e 60 99 69 23
e 29 42 100 41
e 99 95 6 0
e 40 52 9 35
e 9 98 19 59
e 46 93 83 95
e 75 54 51 51
e 45 9 55 32
e 63 74 10 81
e 26 50 58 20
e 90 55 99 94
e 31 36 9 67
e 85 66 55 94
e 46 31 57 36
e 10 2 15 24
e 46 61 56 96
e 78 3 48 83
e 23 34 59 62
e 28 30 91 73
e 38 49 92 56
e 46 86 15 57
e 90 74 53 68
e 10 59 30 77
e 51 71 31 44
e 73 12 22 43
e 82 85 37 2
e 74 18 10 99
e 89 98 8 16
e 38 51 72 54
e 71 89 76 83
e 5 94 82 85
e 60 5 20 75
e 80 64 90 72
e 23 43 37 80
e 94 30 24 81
e 37 44 39 57
e 99 14 92 95
e 2 13 96 42
e 88 99 49 42
e 97 95 23 58
e 15 26 7 100
e 86 92 3 84
e 6 98 45 4
e 1 61 66 68
e 79 22 62 60
e 90 1 89 43
e 44 85 93 30
e 49 3 95 96
e 70 80 74 41
e 78 11 40 58
e 43 62 11 49
e 94 52 4 2
e 73 62 8 61
e 76 5 43 18
e 80 99 72 60
e 6 22 10 41
e 48 6 61 98
e 69 62 51 0
e 40 32 39 15
e 89 24 58 31
e 70 12 39 81
e 81 8 96 85
e 19 27 10 14
e 90 12 22 61
e 23 63 11 81
e 98 83 94 8
e 85 98 1 93
e 83 8 21 3
e 52 93 24 42
e 84 42 88 53
e 61 27 74 45
e 43 2 75 96
e 23 54 89 9
e 25 18 99 81
e 65 56 59 11
e 41 29 90 62
e 96 63 81 81
e 66 62 20 39
e 45 81 31 68
e 11 70 2 81
e 10 91 51 9
e 15 37 34 59
e 10 32 39 21
e 97 25 8 59
e 8 38 92 7
e 73 40 95 16
e 55 89 14 8
e 13 85 49 5
e 53 89 54 71
e 83 94 80 76
e 54 17 17 55
e 3 57 50 50
e 79 30 47 47
e 4 39 34 82
e 95 47 60 56
e 2 79 37 39
e 27 22 100 81
e 1 28 42 91
e 95 77 45 86
e 27 99 41 20
e 83 60 11 34
e 59 15 25 45
e 66 44 88 78
e 37 93 58 90
e 30 70 11 60
e 13 98 96 99
e 15 62 9 76
e 55 3 37 60
e 72 100 26 51
e 65 87 11 98
e 71 14 49 95
e 98 90 23 45
e 14 100 24 81
e 88 18 87 64
e 33 21 21 53
e 41 44 30 42
e 77 29 4 95
e 52 98 27 94
e 50 52 54 33
e 9 78 92 27
e 17 95 11 100
e 1 59 16 16
e 13 63 23 50
e 30 24 74 26
e 21 42 59 2
e 26 51 86 24
e 10 52 54 17
e 22 1 92 39
e 85 63 6 40
e 62 76 64 85
e 72 49 9 5
e 61 1 44 30
